ticker,year,month,day,filename,BrexitExposure,BrexitRisk,BrexitSentiment,NonBrexitRisk,NonBrexitSentiment
BARC.L,2019,10,25,/Users/min/brexit-uncertainty/src/processed/2019/BARC.L-2019-10-25-139941258881.txt,0.0003587122231190028,29.636363636363637,-0.0,-6.636363636363637,19.0
KR.N,2019,03,07,/Users/min/brexit-uncertainty/src/processed/2019/KR.N-2019-03-07-138177519031.txt,0.0,0.0,-0.0,2.0,94.0
DPWGn.DE,2019,05,10,/Users/min/brexit-uncertainty/src/processed/2019/DPWGn.DE-2019-05-10-140336877713.txt,0.0,0.0,-0.0,1.0,55.0
JNJ.N,2019,10,15,/Users/min/brexit-uncertainty/src/processed/2019/JNJ.N-2019-10-15-137694353980.txt,0.0,0.0,-0.0,2.0,147.0
DPWGn.DE,2019,11,12,/Users/min/brexit-uncertainty/src/processed/2019/DPWGn.DE-2019-11-12-138262439132.txt,0.0,0.0,-0.0,4.0,43.0
TOM.OL,2019,05,07,/Users/min/brexit-uncertainty/src/processed/2019/TOM.OL-2019-05-07-140690402676.txt,0.0,0.0,-0.0,1.0,15.0
JNJ.N,2019,07,16,/Users/min/brexit-uncertainty/src/processed/2019/JNJ.N-2019-07-16-138075438945.txt,8.753501400560224e-05,0.0,-0.0,4.0,121.0
KOG.OL,2019,02,14,/Users/min/brexit-uncertainty/src/processed/2019/KOG.OL-2019-02-14-136925430490.txt,0.0,0.0,-0.0,1.0,46.0
LLY.N,2019,10,23,/Users/min/brexit-uncertainty/src/processed/2019/LLY.N-2019-10-23-140944963785.txt,0.0,0.0,-0.0,0.0,87.0
LLY.N,2019,07,30,/Users/min/brexit-uncertainty/src/processed/2019/LLY.N-2019-07-30-137138470956.txt,0.0,0.0,-0.0,5.0,104.0
KR.N,2019,06,20,/Users/min/brexit-uncertainty/src/processed/2019/KR.N-2019-06-20-140992246495.txt,0.0,0.0,-0.0,4.0,126.0
KHC.OQ,2019,08,08,/Users/min/brexit-uncertainty/src/processed/2019/KHC.OQ-2019-08-08-139485880460.txt,0.0,0.0,-0.0,16.0,52.0
7203.T,2019,08,02,/Users/min/brexit-uncertainty/src/processed/2019/7203.T-2019-08-02-137239091987.txt,0.0,0.0,-0.0,0.0,26.0
ULVR.L,2019,01,31,/Users/min/brexit-uncertainty/src/processed/2019/ULVR.L-2019-01-31-141070763691.txt,0.00010950503723171266,0.0,-0.0,3.0,40.0
BP.L,2019,10,29,/Users/min/brexit-uncertainty/src/processed/2019/BP.L-2019-10-29-140198194362.txt,0.0,0.0,-0.0,5.0,-8.0
AZN.L,2019,04,26,/Users/min/brexit-uncertainty/src/processed/2019/AZN.L-2019-04-26-138256479977.txt,0.0,0.0,-0.0,6.0,106.0
TSCO.L,2019,04,10,/Users/min/brexit-uncertainty/src/processed/2019/TSCO.L-2019-04-10-137718781992.txt,7.141836880445651e-05,0.0,-0.0,3.0,177.0
F.N,2019,04,25,/Users/min/brexit-uncertainty/src/processed/2019/F.N-2019-04-25-138088767247.txt,0.0,0.0,-0.0,1.0,140.0
KR.N,2019,12,05,/Users/min/brexit-uncertainty/src/processed/2019/KR.N-2019-12-05-137797929597.txt,0.0,0.0,-0.0,4.0,139.0
AZN.L,2019,10,24,/Users/min/brexit-uncertainty/src/processed/2019/AZN.L-2019-10-24-137468981662.txt,0.0,0.0,-0.0,12.0,70.0
KOG.OL,2019,08,28,/Users/min/brexit-uncertainty/src/processed/2019/KOG.OL-2019-08-28-141056812910.txt,0.00029239766081871346,0.0,-0.0,5.0,32.0
KR.N,2019,09,12,/Users/min/brexit-uncertainty/src/processed/2019/KR.N-2019-09-12-139268889101.txt,0.0,0.0,-0.0,1.0,114.0
F.N,2019,10,23,/Users/min/brexit-uncertainty/src/processed/2019/F.N-2019-10-23-138807087346.txt,0.0,0.0,-0.0,2.0,78.0
JNJ.N,2019,04,16,/Users/min/brexit-uncertainty/src/processed/2019/JNJ.N-2019-04-16-140384907986.txt,0.0,0.0,-0.0,4.0,102.0
LLY.N,2019,04,30,/Users/min/brexit-uncertainty/src/processed/2019/LLY.N-2019-04-30-138485347021.txt,0.0,0.0,-0.0,3.0,79.0
KHC.OQ,2019,10,31,/Users/min/brexit-uncertainty/src/processed/2019/KHC.OQ-2019-10-31-140487257150.txt,0.0,0.0,-0.0,4.0,62.0
7203.T,2019,05,08,/Users/min/brexit-uncertainty/src/processed/2019/7203.T-2019-05-08-136936358695.txt,0.0,0.0,-0.0,5.0,32.0
AZN.L,2019,02,14,/Users/min/brexit-uncertainty/src/processed/2019/AZN.L-2019-02-14-137847319056.txt,0.0002692333580130578,0.0,-18.11111111111111,6.0,171.11111111111111
KOG.OL,2019,10,30,/Users/min/brexit-uncertainty/src/processed/2019/KOG.OL-2019-10-30-140723049051.txt,0.0,0.0,-0.0,1.0,51.0
TOM.OL,2019,07,19,/Users/min/brexit-uncertainty/src/processed/2019/TOM.OL-2019-07-19-137294854296.txt,0.0,0.0,-0.0,4.0,36.0
7203.T,2019,02,05,/Users/min/brexit-uncertainty/src/processed/2019/7203.T-2019-02-05-137602218418.txt,0.0,0.0,-0.0,0.0,22.0
TOM.OL,2019,10,21,/Users/min/brexit-uncertainty/src/processed/2019/TOM.OL-2019-10-21-139481695857.txt,0.0004123286259148541,0.0,-18.11111111111111,8.0,54.111111111111114
DPWGn.DE,2019,03,07,/Users/min/brexit-uncertainty/src/processed/2019/DPWGn.DE-2019-03-07-140637520375.txt,0.0001456133964324718,0.0,-36.22222222222222,6.0,133.22222222222223
TSCO.L,2019,10,02,/Users/min/brexit-uncertainty/src/processed/2019/TSCO.L-2019-10-02-138158252738.txt,0.0002116700769067946,0.0,-18.11111111111111,2.0,169.11111111111111
JNJ.N,2021,01,26,/Users/min/brexit-uncertainty/src/processed/2021/JNJ.N-2021-01-26-139980826172.txt,0.0,0.0,-0.0,8.0,107.0
BARC.L,2021,07,28,/Users/min/brexit-uncertainty/src/processed/2021/BARC.L-2021-07-28-138002623372.txt,0.0,0.0,-0.0,24.0,-45.0
TSCO.L,2021,10,06,/Users/min/brexit-uncertainty/src/processed/2021/TSCO.L-2021-10-06-137929746833.txt,0.0,0.0,-0.0,5.0,161.0
BP.L,2021,02,02,/Users/min/brexit-uncertainty/src/processed/2021/BP.L-2021-02-02-139480068568.txt,0.0,0.0,-0.0,11.0,49.0
DPWGn.DE,2021,03,09,/Users/min/brexit-uncertainty/src/processed/2021/DPWGn.DE-2021-03-09-140918111158.txt,0.0,0.0,-0.0,4.0,112.0
DPWGn.DE,2021,05,05,/Users/min/brexit-uncertainty/src/processed/2021/DPWGn.DE-2021-05-05-139866438205.txt,0.0,0.0,-0.0,2.0,97.0
F.N,2021,10,27,/Users/min/brexit-uncertainty/src/processed/2021/F.N-2021-10-27-139837027508.txt,0.0,0.0,-0.0,4.0,69.0
KHC.OQ,2021,02,11,/Users/min/brexit-uncertainty/src/processed/2021/KHC.OQ-2021-02-11-138614489653.txt,0.0,0.0,-0.0,1.0,23.0
KHC.OQ,2021,04,29,/Users/min/brexit-uncertainty/src/processed/2021/KHC.OQ-2021-04-29-137635967098.txt,0.0,0.0,-0.0,2.0,114.0
FMC.N,2021,11,03,/Users/min/brexit-uncertainty/src/processed/2021/FMC.N-2021-11-03-140361564637.txt,0.0,0.0,-0.0,3.0,46.0
KHC.OQ,2021,10,27,/Users/min/brexit-uncertainty/src/processed/2021/KHC.OQ-2021-10-27-138612324864.txt,0.0,0.0,-0.0,3.0,66.0
FMC.N,2021,05,06,/Users/min/brexit-uncertainty/src/processed/2021/FMC.N-2021-05-06-139172749082.txt,0.00025040691123075,0.0,-0.0,3.0,31.0
7203.T,2021,05,12,/Users/min/brexit-uncertainty/src/processed/2021/7203.T-2021-05-12-139630907190.txt,0.0,0.0,-0.0,1.0,-7.0
AZN.L,2021,11,12,/Users/min/brexit-uncertainty/src/processed/2021/AZN.L-2021-11-12-139620242953.txt,0.0,0.0,-0.0,12.0,53.0
KR.N,2021,09,10,/Users/min/brexit-uncertainty/src/processed/2021/KR.N-2021-09-10-139288490414.txt,0.0,0.0,-0.0,2.0,107.0
KR.N,2021,06,17,/Users/min/brexit-uncertainty/src/processed/2021/KR.N-2021-06-17-139812267373.txt,0.0,0.0,-0.0,3.0,129.0
LLY.N,2021,08,03,/Users/min/brexit-uncertainty/src/processed/2021/LLY.N-2021-08-03-137374853518.txt,0.0,0.0,-0.0,7.0,84.0
LLY.N,2021,04,27,/Users/min/brexit-uncertainty/src/processed/2021/LLY.N-2021-04-27-138184403598.txt,0.0,0.0,-0.0,8.0,124.0
TSCO.L,2021,04,14,/Users/min/brexit-uncertainty/src/processed/2021/TSCO.L-2021-04-14-139798260519.txt,0.0,0.0,-0.0,17.0,164.0
KOG.OL,2021,10,29,/Users/min/brexit-uncertainty/src/processed/2021/KOG.OL-2021-10-29-140534143223.txt,0.0,0.0,-0.0,4.0,99.0
ULVR.L,2021,07,22,/Users/min/brexit-uncertainty/src/processed/2021/ULVR.L-2021-07-22-136967664645.txt,0.0,0.0,-0.0,1.0,34.0
AZN.L,2021,07,29,/Users/min/brexit-uncertainty/src/processed/2021/AZN.L-2021-07-29-137528953108.txt,0.0,0.0,-0.0,9.0,48.0
7203.T,2021,02,09,/Users/min/brexit-uncertainty/src/processed/2021/7203.T-2021-02-09-140236712146.txt,0.0,0.0,-0.0,2.0,23.0
JNJ.N,2021,07,21,/Users/min/brexit-uncertainty/src/processed/2021/JNJ.N-2021-07-21-137639269649.txt,0.0,0.0,-0.0,7.0,153.0
DPWGn.DE,2021,01,13,/Users/min/brexit-uncertainty/src/processed/2021/DPWGn.DE-2021-01-13-139909748560.txt,0.0,0.0,-0.0,1.0,58.0
F.N,2021,07,28,/Users/min/brexit-uncertainty/src/processed/2021/F.N-2021-07-28-140850050543.txt,0.0,0.0,-0.0,7.0,80.0
BARC.L,2021,10,21,/Users/min/brexit-uncertainty/src/processed/2021/BARC.L-2021-10-21-137080115569.txt,0.0,0.0,-0.0,11.0,42.0
KOG.OL,2021,04,30,/Users/min/brexit-uncertainty/src/processed/2021/KOG.OL-2021-04-30-138211536072.txt,0.0,0.0,-0.0,0.0,45.0
KOG.OL,2021,07,14,/Users/min/brexit-uncertainty/src/processed/2021/KOG.OL-2021-07-14-137003984680.txt,0.0,0.0,-0.0,5.0,53.0
BARC.L,2021,02,18,/Users/min/brexit-uncertainty/src/processed/2021/BARC.L-2021-02-18-139939727715.txt,0.0001491869312248247,0.0,-0.0,11.0,-10.0
LLY.N,2021,10,26,/Users/min/brexit-uncertainty/src/processed/2021/LLY.N-2021-10-26-141160645820.txt,0.0,0.0,-0.0,5.0,57.0
BARC.L,2021,07,28,/Users/min/brexit-uncertainty/src/processed/2021/BARC.L-2021-07-28-140697437431.txt,6.951685783802571e-05,0.0,18.11111111111111,16.0,24.88888888888889
F.N,2021,02,04,/Users/min/brexit-uncertainty/src/processed/2021/F.N-2021-02-04-140167142983.txt,0.0,0.0,-0.0,1.0,102.0
FMC.N,2021,02,10,/Users/min/brexit-uncertainty/src/processed/2021/FMC.N-2021-02-10-137842712583.txt,0.000416276407534603,0.0,-18.11111111111111,7.0,68.11111111111111
KR.N,2021,03,04,/Users/min/brexit-uncertainty/src/processed/2021/KR.N-2021-03-04-139923494908.txt,0.0,0.0,-0.0,3.0,115.0
FMC.N,2021,08,04,/Users/min/brexit-uncertainty/src/processed/2021/FMC.N-2021-08-04-138722673669.txt,0.0,0.0,-0.0,8.0,20.0
KOG.OL,2021,02,11,/Users/min/brexit-uncertainty/src/processed/2021/KOG.OL-2021-02-11-140379559521.txt,0.0,0.0,-0.0,6.0,61.0
